question_uid,parliament,session,question_number,question_sitting_day,question_date,question_title,asker_name,asker_riding,number_of_responses
43-1-6,43,1,6,2,2019-12-05,Canadian Broadcasting Corporation communication,Mr. Warkentin,Grande Prairie—Mackenzie,1
43-1-7,43,1,7,2,2019-12-05,Crown corporations political neutrality,Mr. Warkentin,Grande Prairie—Mackenzie,1
43-1-8,43,1,8,2,2019-12-05,Independent legal representation,Mr. Warkentin,Grande Prairie—Mackenzie,1
43-1-9,43,1,9,2,2019-12-05,Loans and grants to businesses,Mr. Shields,Bow River,1
43-1-10,43,1,10,2,2019-12-05,Stock photographs and images,Mr. Shields,Bow River,1
43-1-11,43,1,11,2,2019-12-05,Government advertising,Mr. Shields,Bow River,1
43-1-12,43,1,12,2,2019-12-05,Membership fees,Mr. Shields,Bow River,1
43-1-13,43,1,13,2,2019-12-05,International development funding,Mr. Lake,Edmonton—Wetaskiwin,1
43-1-14,43,1,14,2,2019-12-05,Canada 150 Signature Project Program,Mr. Berthold,Mégantic—L'Érable,1
43-1-15,43,1,15,2,2019-12-05,Canada Infrastructure Bank,Mr. Berthold,Mégantic—L'Érable,1
43-1-16,43,1,16,2,2019-12-05,Building Canada Fund,Mr. Berthold,Mégantic—L'Érable,1
43-1-17,43,1,17,2,2019-12-05,Infrastructure projects,Mr. Berthold,Mégantic—L'Érable,1
43-1-18,43,1,18,2,2019-12-05,Arctic and Offshore Patrol Ship,Mr. Bezan,Selkirk—Interlake—Eastman,1
43-1-19,43,1,19,2,2019-12-05,Diplomatic letter on defence spending,Mr. Bezan,Selkirk—Interlake—Eastman,1
43-1-20,43,1,20,2,2019-12-05,Search and rescue planes,Mr. Bezan,Selkirk—Interlake—Eastman,1
43-1-21,43,1,21,2,2019-12-05,Military presence in the Middle East,Mr. Bezan,Selkirk—Interlake—Eastman,1
43-1-22,43,1,22,2,2019-12-05,Canada Infrastructure Bank,Mr. Jeneroux,Edmonton Riverbend,1
43-1-23,43,1,23,2,2019-12-05,Canada Infrastructure Bank Chief Executive Officer compensation,Mr. Jeneroux,Edmonton Riverbend,1
43-1-24,43,1,24,2,2019-12-05,Farm Credit Canada,Mr. Barlow,Foothills,1
43-1-25,43,1,25,2,2019-12-05,Government spending announcements,Mrs. Kusie,Calgary Midnapore,1
43-1-26,43,1,26,2,2019-12-05,Contracts granted to the Bluesky Strategy Group,Mrs. Kusie,Calgary Midnapore,1
43-1-27,43,1,27,2,2019-12-05,Federal appointments,Mrs. Kusie,Calgary Midnapore,1
43-1-28,43,1,28,2,2019-12-05,Revenue received from the goods and services tax charged on the carbon tax,Mr. Tochor,Saskatoon—University,1
43-1-29,43,1,29,2,2019-12-05,Photography services,Mr. Tochor,Saskatoon—University,1
43-1-30,43,1,30,2,2019-12-05,Materials prepared for ministers,Mr. Tochor,Saskatoon—University,1
43-1-31,43,1,31,2,2019-12-05,Grants and contributions by Natural Resources Canada,Mr. Tochor,Saskatoon—University,1
43-1-32,43,1,32,2,2019-12-05,Bill C-69,Mr. Steinley,Regina—Lewvan,1
43-1-33,43,1,33,2,2019-12-05,Social media influencers,Mr. Steinley,Regina—Lewvan,1
43-1-34,43,1,34,2,2019-12-05,Management consulting contracts,Mr. Steinley,Regina—Lewvan,1
43-1-35,43,1,35,2,2019-12-05,Fleet of Challenger aircraft,Mr. Steinley,Regina—Lewvan,1
43-1-36,43,1,36,2,2019-12-05,RCMP officers,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
43-1-37,43,1,37,2,2019-12-05,Warrants issued pursuant to the Canadian Security Intelligence Service Act,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
43-1-38,43,1,38,2,2019-12-05,Inmates who have escaped custody or have been unlawfully at large,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
43-1-39,43,1,39,2,2019-12-05,Deaths in correctional institutions,Mr. Paul-Hus,Charlesbourg—Haute-Saint-Charles,1
43-1-40,43,1,40,2,2019-12-05,Training flights for the government’s fleet of Challenger aircraft,Mr. Diotte,Edmonton Griesbach,1
43-1-41,43,1,41,2,2019-12-05,Canada 2020,Mr. Diotte,Edmonton Griesbach,1
43-1-42,43,1,42,2,2019-12-05,CC-150 Airbus government flights,Mr. Kitchen,Souris-Moose Mountain,1
43-1-43,43,1,43,2,2019-12-05,Research or speech writing services to ministers,Mr. Kitchen,Souris-Moose Mountain,1
43-1-44,43,1,44,2,2019-12-05,Legalization or decriminalization of hard drugs,Mr. Kitchen,Souris-Moose Mountain,1
43-1-45,43,1,45,2,2019-12-05,Merger of the Hamilton Port Authority and the Oshawa Port Authority,Mr. Carrie,Oshawa,1
43-1-46,43,1,46,2,2019-12-05,Statistics on veterans’ homelessness,Mr. McColeman,Brantford—Brant,1
43-1-47,43,1,47,2,2019-12-05,Report of the Auditor General of Canada,Mr. Morantz,Charleswood—St. James—Assiniboia—Headingley,1
43-1-48,43,1,48,2,2019-12-05,National Housing Co-Investment Fund,Mrs. Vecchio,Elgin—Middlesex—London,1
43-1-49,43,1,49,2,2019-12-05,Miscellaneous expenditures not Elsewhere Classified,Mrs. Vecchio,Elgin—Middlesex—London,1
43-1-50,43,1,50,2,2019-12-05,Contracts granted to the Pembina Institute,Mr. Dreeshen,Red Deer—Mountain View,1
43-1-51,43,1,51,2,2019-12-05,Grants and contributions by Agriculture and Agri-Food Canada,Mr. Dreeshen,Red Deer—Mountain View,1
43-1-52,43,1,52,2,2019-12-05,Contracts granted to Feschuk-Reid,Mr. Dreeshen,Red Deer—Mountain View,1
43-1-53,43,1,53,2,2019-12-05,Usage of the government's fleet of Challenger aircraft,Mr. Dreeshen,Red Deer—Mountain View,1
43-1-54,43,1,54,2,2019-12-05,Cambridge Analytica and AggregateIQ scandal,Mr. Zimmer,Prince George—Peace River—Northern Rockies,1
43-1-55,43,1,55,2,2019-12-05,Office of the Prime Minister and minister's offices,Mr. Zimmer,Prince George—Peace River—Northern Rockies,1
43-1-56,43,1,56,2,2019-12-05,Projects funded under the Atlantic Fisheries Fund,Mr. d'Entremont,West Nova,1
43-1-57,43,1,57,2,2019-12-05,Grants and contributions by the Atlantic Canada Opportunities Agency,Mr. d'Entremont,West Nova,1
43-1-58,43,1,58,2,2019-12-05,New sewage treatment plant in Inverness,Mr. d'Entremont,West Nova,1
43-1-59,43,1,59,2,2019-12-05,Government funding for the proposed Inverness County airport,Mr. d'Entremont,West Nova,1
43-1-60,43,1,60,2,2019-12-05,Funding announced in Budget 2018 in relation to the opioid crisis,Mr. Calkins,Red Deer—Lacombe,1
43-1-61,43,1,61,2,2019-12-05,Destination Canada,Mr. Calkins,Red Deer—Lacombe,1
43-1-62,43,1,62,2,2019-12-05,Government spending on online advertising,Mr. Diotte,Edmonton Griesbach,1
43-1-63,43,1,63,2,2019-12-05,Phoenix pay system,Mr. Diotte,Edmonton Griesbach,1
43-1-64,43,1,64,2,2019-12-05,Federal Tobacco Control Strategy,Ms. Gladu,Sarnia—Lambton,1
43-1-65,43,1,65,2,2019-12-05,Statistics on medical malpractice in Canada,Ms. Gladu,Sarnia—Lambton,1
43-1-66,43,1,66,2,2019-12-05,Information leak related to the Supreme Court nomination process,Mr. Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,1
43-1-67,43,1,67,3,2019-12-06,Huawei,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
43-1-68,43,1,68,3,2019-12-06,SNC-Lavalin,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
43-1-69,43,1,69,3,2019-12-06,One-for-one rule,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
43-1-70,43,1,70,3,2019-12-06,Public Services and Procurement Canada,Mr. Albas,Central Okanagan—Similkameen—Nicola,1
43-1-71,43,1,71,3,2019-12-06,Government’s policy in relation to the Islamic Republic of Iran,Mr. Genuis,Sherwood Park—Fort Saskatchewan,1
43-1-72,43,1,72,3,2019-12-06,Internment and persecution of Uyghur Muslims in China,Mr. Genuis,Sherwood Park—Fort Saskatchewan,1
43-1-73,43,1,73,3,2019-12-06,Contracting Policy Notice 2019-01 from the Treasury Board Secretariat,Mr. Genuis,Sherwood Park—Fort Saskatchewan,1
43-1-74,43,1,74,3,2019-12-06,Expense claims by a minister or ministerial exempt staff,Mr. Waugh,Saskatoon—Grasswood,1
43-1-75,43,1,75,3,2019-12-06,Contracts granted to The Gandalf Group,Mr. Waugh,Saskatoon—Grasswood,1
43-1-76,43,1,76,3,2019-12-06,Purchase of promotional products,Mr. Waugh,Saskatoon—Grasswood,1
43-1-77,43,1,77,3,2019-12-06,Clean Fuel Standard,Mr. Uppal,Edmonton Mill Woods,1
43-1-78,43,1,78,3,2019-12-06,Department of Defence Procurement,Mr. Uppal,Edmonton Mill Woods,1
43-1-79,43,1,79,3,2019-12-06,Treasury Board’s Policies for ministers’ offices,Mr. Uppal,Edmonton Mill Woods,1
43-1-80,43,1,80,3,2019-12-06,Carbon tax,Mr. Uppal,Edmonton Mill Woods,1
43-1-81,43,1,81,3,2019-12-06,Government advertising,Mr. Duncan,Stormont—Dundas—South Glengarry,1
43-1-82,43,1,82,3,2019-12-06,Media training,Mr. Duncan,Stormont—Dundas—South Glengarry,1
43-1-83,43,1,83,3,2019-12-06,Materials prepared for deputy ministers or department heads,Mr. Duncan,Stormont—Dundas—South Glengarry,1
43-1-84,43,1,84,3,2019-12-06,Conference fees,Mr. Duncan,Stormont—Dundas—South Glengarry,1
43-1-85,43,1,85,3,2019-12-06,Federal taxes,Mr. Lewis,Essex,1
43-1-86,43,1,86,3,2019-12-06,"Renovation, redesign and refurnishing of offices",Mr. Lewis,Essex,1
43-1-87,43,1,87,3,2019-12-06,Carbon tax,Mr. Kelly,Calgary Rocky Ridge,1
43-1-88,43,1,88,3,2019-12-06,Tax files shared with the United States Internal Revenue Service,Mr. Kelly,Calgary Rocky Ridge,1
43-1-89,43,1,89,3,2019-12-06,Minister of Middle Class Prosperity,Mr. Kelly,Calgary Rocky Ridge,1
43-1-90,43,1,90,3,2019-12-06,Statistics on foreign oil imports,Mrs. Stubbs,Lakeland,1
43-1-91,43,1,91,3,2019-12-06,Trans Mountain Pipeline Expansion Project,Mrs. Stubbs,Lakeland,1
43-1-92,43,1,92,3,2019-12-06,Reports of insect infestation in government buildings,Mrs. Block,Carlton Trail—Eagle Creek,1
43-1-93,43,1,93,3,2019-12-06,Occupancy capacity of government buildings,Mrs. Block,Carlton Trail—Eagle Creek,1
43-1-94,43,1,94,3,2019-12-06,Acquisition of buildings by government departments or agencies,Mrs. Block,Carlton Trail—Eagle Creek,1
43-1-95,43,1,95,3,2019-12-06,Cyberattacks,Mr. Aboultaif,Edmonton Manning,1
43-1-96,43,1,96,3,2019-12-06,Cyberattacks,Mr. Aboultaif,Edmonton Manning,1
43-1-97,43,1,97,3,2019-12-06,Contracts granted by the Privy Council Office,Mr. Saroya,Markham—Unionville,1
43-1-98,43,1,98,3,2019-12-06,"Expenditures on gala, concert or sporting event tickets",Mr. Lobb,Huron—Bruce,1
43-1-99,43,1,99,3,2019-12-06,Rental of aircraft,Mr. Lobb,Huron—Bruce,1
43-1-100,43,1,100,3,2019-12-06,Prime Minister's transition team,Mr. Lobb,Huron—Bruce,1
43-1-101,43,1,101,3,2019-12-06,Materials prepared for ministerial exempt staff,Mr. Lobb,Huron—Bruce,1
43-1-102,43,1,102,3,2019-12-06,Meetings of cabinet,Mr. Saroya,Markham—Unionville,1
43-1-103,43,1,103,3,2019-12-06,Transition to the Canada Energy Regulator,Mr. Hallan,Calgary Forest Lawn,1
43-1-104,43,1,104,3,2019-12-06,Polling by the government,Mr. Hallan,Calgary Forest Lawn,1
43-1-105,43,1,105,3,2019-12-06,Federal executive vehicle fleet,Mr. Hallan,Calgary Forest Lawn,1
43-1-106,43,1,106,3,2019-12-06,Funding for new businesses,Mr. Hallan,Calgary Forest Lawn,1
43-1-107,43,1,107,3,2019-12-06,"Minister of State for Diversity, Inclusion and Youth",Ms. Dancho,Kildonan—St. Paul,1
43-1-108,43,1,108,3,2019-12-06,Annual budgets allocated to the Office of the Deputy Prime Minister and to the Office of the Minister of Intergovernmental Affairs,Mr. Deltell,Louis-Saint-Laurent,1
43-1-109,43,1,109,3,2019-12-06,Support for residents and property owners impacted by the high water levels on Lake Ontario,Mr. Lawrence,Northumberland—Peterborough South,1
43-1-110,43,1,110,3,2019-12-06,Late-payment charges for telephone services,Mr. Viersen,Peace River—Westlock,1
43-1-111,43,1,111,3,2019-12-06,Canada 2020,Mr. Viersen,Peace River—Westlock,1
43-1-112,43,1,112,3,2019-12-06,Delegation at the United Nations Conference on Climate Change,Mr. Viersen,Peace River—Westlock,1
43-1-113,43,1,113,3,2019-12-06,New “For Glowing Hearts” logo,Mr. Viersen,Peace River—Westlock,1
43-1-114,43,1,114,3,2019-12-06,Clean Fuel Standard,Mr. Davidson,York—Simcoe,1
43-1-115,43,1,115,3,2019-12-06,Disposition of government assets,Mr. Davidson,York—Simcoe,1
43-1-116,43,1,116,3,2019-12-06,Government operating booths or displays at trade shows or similar type events,Mr. Davidson,York—Simcoe,1
43-1-117,43,1,117,3,2019-12-06,Consumption of alcohol and food on government-owned aircraft,Mr. Davidson,York—Simcoe,1
43-1-118,43,1,118,3,2019-12-06,Transport Canada’s testing of the Boeing 737 Max aircraft,Mr. Doherty,Cariboo—Prince George,1
43-1-119,43,1,119,3,2019-12-06,Mercury poisoning issues at the Grassy Narrows First Nation,Mr. Melillo,Kenora,1
43-1-120,43,1,120,3,2019-12-06,Canadian Small Modular Reactor Roadmap,Mr. Melillo,Kenora,1
43-1-121,43,1,121,3,2019-12-06,Foreign interference in the 2019 federal election,Mr. Chong,Wellington—Halton Hills,1
43-1-122,43,1,122,3,2019-12-06,Social media influencers,Mr. Chong,Wellington—Halton Hills,1
43-1-123,43,1,123,3,2019-12-06,True North Centre for Public Policy v Canada,Mr. Chong,Wellington—Halton Hills,1
43-1-124,43,1,124,3,2019-12-06,Small Craft Harbours program,Mr. Arnold,North Okanagan—Shuswap,1
43-1-125,43,1,125,3,2019-12-06,Salmon farming,Mr. Arnold,North Okanagan—Shuswap,1
43-1-126,43,1,126,3,2019-12-06,Oceans Protection Plan,Mr. Arnold,North Okanagan—Shuswap,1
43-1-127,43,1,127,3,2019-12-06,Media subsidies,Mr. Blaney,Bellechasse—Les Etchemins—Lévis,1
43-1-128,43,1,128,3,2019-12-06,Canada Periodical Fund,Mr. Blaney,Bellechasse—Les Etchemins—Lévis,1
43-1-129,43,1,129,3,2019-12-06,Media bailout fund,Mr. Blaney,Bellechasse—Les Etchemins—Lévis,1
43-1-130,43,1,130,4,2019-12-09,Crown Borrowing Program,Mr. Kmiec,Calgary Shepard,1
43-1-131,43,1,131,4,2019-12-09,First-Time Home Buyer Incentive,Mr. Kmiec,Calgary Shepard,1
43-1-132,43,1,132,4,2019-12-09,Construction on Parliament Hill,Mr. Reid,Lanark—Frontenac—Kingston,1
43-1-133,43,1,133,4,2019-12-09,Vice-Admiral Mark Norman,Mr. O'Toole,Durham,1
43-1-134,43,1,134,4,2019-12-09,United Nations Security Council seat in 2021,Mr. O'Toole,Durham,1
43-1-135,43,1,135,4,2019-12-09,RCMP members from local detachments,Mr. O'Toole,Durham,1
43-1-136,43,1,136,4,2019-12-09,Government’s position in response to the pro-democracy demonstrations in Hong Kong,Mr. O'Toole,Durham,1
43-1-137,43,1,137,4,2019-12-09,Muskrat Falls project,Mr. Williamson,New Brunswick Southwest,1
43-1-138,43,1,138,4,2019-12-09,Wastewater regulations,Mr. Williamson,New Brunswick Southwest,1
43-1-139,43,1,139,4,2019-12-09,Asian Infrastructure Investment Bank,Mr. Kmiec,Calgary Shepard,1
43-1-140,43,1,140,4,2019-12-09,Minister of Middle Class Prosperity,Ms. Harder,Lethbridge,1
43-1-141,43,1,141,4,2019-12-09,Canada Border Services Agency inspections at the Port of Vancouver,Ms. Harder,Lethbridge,1
43-1-142,43,1,142,4,2019-12-09,Cybersecurity penetration testing,Mr. Aboultaif,Edmonton Manning,1
43-1-143,43,1,143,4,2019-12-09,Money owed by the RCMP,Mr. Saroya,Markham—Unionville,1
43-1-144,43,1,144,4,2019-12-09,Leaders' Debates Commission,Mr. Chong,Wellington—Halton Hills,1
43-1-145,43,1,145,4,2019-12-09,Canada Post,Mr. Williamson,New Brunswick Southwest,1
43-1-146,43,1,146,4,2019-12-09,Closing of the Glencore smelter,Mr. Williamson,New Brunswick Southwest,1
43-1-147,43,1,147,4,2019-12-09,Correctional Service Canada,Mr. Motz,Medicine Hat—Cardston—Warner,1
43-1-148,43,1,148,4,2019-12-09,Journalism and Written Media Independent Panel of Experts,Mr. Kent,Thornhill,1
43-1-149,43,1,149,4,2019-12-09,Canada’s vote on the United Nations General Assembly Agenda Item 69,Mr. Kent,Thornhill,1
43-1-150,43,1,150,4,2019-12-09,Anti-Israel resolution at the United Nations,Mr. Kent,Thornhill,1
43-1-151,43,1,151,4,2019-12-09,SNC-Lavalin,Mr. Barrett,Leeds—Grenville—Thousand Islands and Rideau Lakes,1
43-1-152,43,1,152,4,2019-12-09,Government spending announcements,Ms. Findlay,South Surrey—White Rock,1
43-1-153,43,1,153,4,2019-12-09,Government contracts,Ms. Findlay,South Surrey—White Rock,1
43-1-154,43,1,154,4,2019-12-09,Revenue related to cannabis sales,Ms. Bergen,Portage—Lisgar,1
43-1-155,43,1,155,4,2019-12-09,RCMP requests for cooperation,Ms. Bergen,Portage—Lisgar,1
43-1-156,43,1,156,4,2019-12-09,Minister of Middle Class Prosperity,Ms. Bergen,Portage—Lisgar,1
43-1-157,43,1,157,4,2019-12-09,Newfoundland-Labrador fixed transportation link,Mr. Bragdon,Tobique—Mactaquac,1
43-1-158,43,1,158,4,2019-12-09,Parliamentary Budget Officer's finding regarding veterans,Mr. McColeman,Brantford—Brant,1
43-1-159,43,1,159,4,2019-12-09,Backlog of veterans waiting for disability benefits,Mr. McColeman,Brantford—Brant,1
43-1-160,43,1,160,4,2019-12-09,Bruyea v Canada,Mr. McColeman,Brantford—Brant,1
43-1-161,43,1,161,4,2019-12-09,Canada Border Services Agency officers,Mr. Motz,Medicine Hat—Cardston—Warner,1
43-1-162,43,1,162,4,2019-12-09,Seized contraband in correctional institutions,Mr. Motz,Medicine Hat—Cardston—Warner,1
43-1-163,43,1,163,4,2019-12-09,First Nations Child and Family Services program,Mr. Angus,Timmins—James Bay,1
43-1-164,43,1,164,4,2019-12-09,First Nations Child and Family Services program,Mr. Angus,Timmins—James Bay,1
43-1-165,43,1,165,4,2019-12-09,Contracts for communications services,Mr. Dowdall,Simcoe—Grey,1
43-1-166,43,1,166,4,2019-12-09,Contracts granted by the Department of Finance,Mr. Dowdall,Simcoe—Grey,1
43-1-167,43,1,167,4,2019-12-09,Diplomatic appointments,Mr. Dowdall,Simcoe—Grey,1
43-1-168,43,1,168,4,2019-12-09,Ministers of state,Ms. Harder,Lethbridge,1
43-1-169,43,1,169,4,2019-12-09,Relocation costs for exempt staff,Mr. Baldinelli,Niagara Falls,1
43-1-170,43,1,170,4,2019-12-09,Contracts granted to Data Sciences Incorporated,Mr. Baldinelli,Niagara Falls,1
43-1-171,43,1,171,4,2019-12-09,Supercluster Initiative,Mr. Baldinelli,Niagara Falls,1
43-1-172,43,1,172,4,2019-12-09,Carbon offset credits,Mr. Schmale,Haliburton—Kawartha Lakes—Brock,1
43-1-173,43,1,173,4,2019-12-09,National Shipbuilding Strategy,Mr. Doherty,Cariboo—Prince George,1
43-1-174,43,1,174,4,2019-12-09,Immigration to Canada,Mrs. Falk,Battlefords—Lloydminster,1
43-1-175,43,1,175,4,2019-12-09,Havana syndrome,Mrs. Kusie,Calgary Midnapore,1
43-1-176,43,1,176,4,2019-12-09,Venture Capital Catalyst Initiative,Mrs. Falk,Battlefords—Lloydminster,1
43-1-177,43,1,177,4,2019-12-09,Illegal border crossings,Mrs. Falk,Battlefords—Lloydminster,1
43-1-178,43,1,178,4,2019-12-09,Tree planting initiative,Mrs. McLeod,Kamloops—Thompson—Cariboo,1
43-1-179,43,1,179,4,2019-12-09,Governor in Council appointments,Mr. Lukiwski,Moose Jaw—Lake Centre—Lanigan,1
43-1-180,43,1,180,4,2019-12-09,Correspondence received by the Office of the Prime Minister,Mr. Lukiwski,Moose Jaw—Lake Centre—Lanigan,1
43-1-181,43,1,181,4,2019-12-09,Caretaker convention,Mr. Lukiwski,Moose Jaw—Lake Centre—Lanigan,1
43-1-182,43,1,182,4,2019-12-09,Export of military goods,Ms. Alleslev,Aurora—Oak Ridges—Richmond Hill,1
43-1-183,43,1,183,4,2019-12-09,Federal carbon tax,Mr. Barlow,Foothills,1
43-1-184,43,1,184,5,2019-12-10,Defence procurements,Mr. Kurek,Battle River—Crowfoot,1
43-1-185,43,1,185,5,2019-12-10,Grants and contributions by Western Economic Diversification Canada,Mr. Kurek,Battle River—Crowfoot,1
43-1-186,43,1,186,5,2019-12-10,Foreign takeovers and acquisitions,Mr. Vidal,Desnethé—Missinippi—Churchill River,1
43-1-187,43,1,187,5,2019-12-10,Canadian Armed Forces members serving abroad,Mr. Vidal,Desnethé—Missinippi—Churchill River,1
43-1-188,43,1,188,5,2019-12-10,Veterans Affairs Canada service standard,Mr. Schmale,Haliburton—Kawartha Lakes—Brock,1
43-1-189,43,1,189,5,2019-12-10,Ministerial travel,Mr. McCauley,Edmonton West,1
43-1-190,43,1,190,5,2019-12-10,Ministerial travel,Mr. McCauley,Edmonton West,1
43-1-191,43,1,191,5,2019-12-10,Performance incentives or bonuses,Mr. McCauley,Edmonton West,1
